"ESTADO","SCIG","AGE","ED","PERFEM","PRICE","PRE_1","RES_1","ZRE_1","SRE_1","LMCI_1","UMCI_1","LICI_1","UICI_1","FILTER_$","PRE_2","RES_2","ZRE_2","SRE_2","LMCI_2","UMCI_2","LICI_2","UICI_2","PRE_3","RES_3","ZRE_3","SRE_3","LMCI_3","UMCI_3","LICI_3","UICI_3","PRE_4","RES_4","ZRE_4","SRE_4","LMCI_4","UMCI_4","LICI_4","UICI_4","PRE_5","RES_5","ZRE_5","SRE_5","LMCI_5","UMCI_5","LICI_5","UICI_5","PRE_6","RES_6","ZRE_6","SRE_6","LMCI_6","UMCI_6","LICI_6","UICI_6","PRE_7","RES_7","ZRE_7","SRE_7","LMCI_7","UMCI_7","LICI_7","UICI_7","PRE_8","RES_8","ZRE_8","SRE_8","LMCI_8","UMCI_8","LICI_8","UICI_8","PRE_9","RES_9","ZRE_9","SRE_9","LMCI_9","UMCI_9","LICI_9","UICI_9","SCIGUNDE","LNAGEM3","LNPRICEM","PRE_10","RES_10","ZRE_10","SRE_10","LMCI_10","UMCI_10","LICI_10","UICI_10","PRE_11","RES_11","ZRE_11","SRE_11","LMCI_11","UMCI_11","LICI_11","UICI_11","PRE_12","RES_12","ZRE_12","SRE_12","LMCI_12","UMCI_12","LICI_12","UICI_12"
1,89.8,27,41.3,51.7,42.7,104.57648085897388,-14.776480858973885,-.5217064540665097,-.5345559061844599,92.19547826023799,116.95748345770977,46.43350930477817,162.7194524131696,1,,,,,,,,,105.57410458577054,-15.774104585770544,-.7232030169640545,-.7410370368451099,96.02975639020067,115.11845278134041,60.777663426350706,150.37054574519038,105.57410458577054,-15.774104585770544,-.7232030169640545,-.7410370368451099,96.02975639020067,115.11845278134041,60.777663426350706,150.37054574519038,104.57648085897388,-14.776480858973885,-.5217064540665097,-.5345559061844599,92.19547826023799,116.95748345770977,46.43350930477817,162.7194524131696,104.57648085897388,-14.776480858973885,-.5217064540665097,-.5345559061844599,92.19547826023799,116.95748345770977,46.43350930477817,162.7194524131696,105.57410458577054,-15.774104585770544,-.7232030169640545,-.7410370368451099,96.02975639020067,115.11845278134041,60.777663426350706,150.37054574519038,100.10866702112402,-10.308667021124025,-.39753692317990413,-.407894566801671,88.45687184252928,111.76046219971876,46.78502519919656,153.4323088430515,101.16507334999469,-11.365073349994693,-.6151854683276358,-.6312349628966265,92.85486781898476,109.47527888100461,63.15691589000233,139.17323080998705,1.5679334799559221,.02793205433181287,9.514348099995178e-05,1.590662445352338,-.022728965396415765,-.9620110764509218,-.9809020390282351,1.5813983851723803,1.5999265055322955,1.5423340227209699,1.638990867983706,1.584909666794318,-.016976186838395992,-.9424024245055332,-.9635932780764307,1.5773556428065838,1.5924636907820524,1.5479112593651216,1.6219080742235146,1.584909666794318,-.016976186838395992,-.9424024245055332,-.9635932780764307,1.5773556428065838,1.5924636907820524,1.5479112593651216,1.6219080742235146
2,121.3,22.9,66.7,45.7,41.8,85.10739103687727,36.19260896312272,1.2778358978551634,1.4127200603946017,60.88226070992982,109.33252136382472,23.348400961264023,146.86638111249053,0,,,,,,,,,88.63840480961719,32.66159519038281,1.4974519822729861,1.6562280688590916,69.93861838396062,107.33819123527375,41.043146953017065,136.2336626662173,88.63840480961719,32.66159519038281,1.4974519822729861,1.6562280688590916,69.93861838396062,107.33819123527375,41.043146953017065,136.2336626662173,85.10739103687727,36.19260896312272,1.2778358978551634,1.4127200603946017,60.88226070992982,109.33252136382472,23.348400961264023,146.86638111249053,85.10739103687727,36.19260896312272,1.2778358978551634,1.4127200603946017,60.88226070992982,109.33252136382472,23.348400961264023,146.86638111249053,88.63840480961719,32.66159519038281,1.4974519822729861,1.6562280688590916,69.93861838396062,107.33819123527375,41.043146953017065,136.2336626662173,80.30434015389443,40.995659846105575,1.580930729992067,1.7510811863237485,57.92952131362501,102.67915899416384,23.662668529513823,136.94601177827505,83.88351199962324,37.41648800037676,2.025334899725736,2.2443196799827616,67.90418552773498,99.8628384715115,43.49911659705303,124.26790740219344,1.6157943310265896,.032575705241355175,9.900986997391197e-05,1.5591495467301089,.056644784296480795,2.397509475947418,2.688747705673916,1.5376788287440168,1.5806202647162009,1.5070841517555527,1.611214941704665,,,,,,,,,,,,,,,,
3,115.2,26.3,58.1,50.8,38.5,113.03600979198096,2.163990208019037,.07640301292541035,.07747103433861852,103.63544268533285,122.43657689862907,55.45401106209402,170.6180085218679,1,,,,,,,,,111.83940565780908,3.3605943421909172,.1540747973268292,.15623504467558025,104.58625857674184,119.09255273887632,67.4746144304103,156.20419688520786,111.83940565780908,3.3605943421909172,.1540747973268292,.15623504467558025,104.58625857674184,119.09255273887632,67.4746144304103,156.20419688520786,113.03600979198096,2.163990208019037,.07640301292541035,.07747103433861852,103.63544268533285,122.43657689862907,55.45401106209402,170.6180085218679,113.03600979198096,2.163990208019037,.07640301292541035,.07747103433861852,103.63544268533285,122.43657689862907,55.45401106209402,170.6180085218679,111.83940565780908,3.3605943421909172,.1540747973268292,.15623504467558025,104.58625857674184,119.09255273887632,67.4746144304103,156.20419688520786,110.89534692474813,4.304653075251883,.1660019220124112,.16837496666638851,102.18993078366064,119.60076306583561,58.137118026700435,163.65357582279583,109.73714830604882,5.462851693951182,.2957013011930403,.2999402214921827,103.52380641928772,115.95049019280992,72.13174796330917,147.3425486487885,1.6074787774372845,.028610701294043132,.00011571822231693073,1.5962517846399287,.011226992797355815,.4751862321016244,.48182110998367933,1.5884073518011972,1.6040962174786602,1.5481752961078028,1.6443282731720545,1.589875139244254,.017603638193030447,.9772342559112401,.9936232001135746,1.5833239776830783,1.5964263008054298,1.5530683926929738,1.6266818857955343,1.589875139244254,.017603638193030447,.9772342559112401,.9936232001135746,1.5833239776830783,1.5964263008054298,1.5530683926929738,1.6266818857955343
4,100.3,29.1,39.9,51.5,38.8,127.2482328039638,-26.948232803963805,-.9514489352163007,-.9669310962356017,117.12292288359475,137.37354272433285,69.54348588669858,184.95297972122904,1,,,,,,,,,124.11725802655539,-23.817258026555397,-1.0919613704193532,-1.1100460945328972,116.24897906570865,131.98553698740213,79.64775868288402,168.58675737022676,124.11725802655539,-23.817258026555397,-1.0919613704193532,-1.1100460945328972,116.24897906570865,131.98553698740213,79.64775868288402,168.58675737022676,127.2482328039638,-26.948232803963805,-.9514489352163007,-.9669310962356017,117.12292288359475,137.37354272433285,69.54348588669858,184.95297972122904,127.2482328039638,-26.948232803963805,-.9514489352163007,-.9669310962356017,117.12292288359475,137.37354272433285,69.54348588669858,184.95297972122904,124.11725802655539,-23.817258026555397,-1.0919613704193532,-1.1100460945328972,116.24897906570865,131.98553698740213,79.64775868288402,168.58675737022676,125.52191668919521,-25.22191668919522,-.9726420629142861,-.9886706130190649,116.19012814373778,134.85370523465264,72.65672281149891,178.38711056689152,122.43515977621762,-22.135159776217623,-1.1981646060776054,-1.2182511645778633,115.72795426599703,129.1423652864382,84.74501354020153,160.12530601223372,1.5853680197540378,.02611108637587441,.00011401050172456934,1.6134050527522632,-.028037032998225277,-1.1866768163308499,-1.2067426618516226,1.6047912138093172,1.6220188916952092,1.5651970467330005,1.6616130587715259,1.6124172419138927,-.02704922215985486,-1.5015888307014282,-1.528157833199628,1.6056927494936641,1.6191417343341212,1.575579249674911,1.6492552341528743,1.6124172419138927,-.02704922215985486,-1.5015888307014282,-1.528157833199628,1.6056927494936641,1.6191417343341212,1.575579249674911,1.6492552341528743
5,123,28.1,62.6,50.8,39.7,119.23949611660821,3.760503883391797,.1327703913558151,.1342420322063602,110.85071479217773,127.62827744103869,61.81400031629996,176.66499191691645,1,,,,,,,,,117.45317352749103,5.5468264725089735,.2543080412382481,.2571504102419745,110.96363803283161,123.94270902215045,73.20681063733326,161.6995364176488,117.45317352749103,5.5468264725089735,.2543080412382481,.2571504102419745,110.96363803283161,123.94270902215045,73.20681063733326,161.6995364176488,119.23949611660821,3.760503883391797,.1327703913558151,.1342420322063602,110.85071479217773,127.62827744103869,61.81400031629996,176.66499191691645,119.23949611660821,3.760503883391797,.1327703913558151,.1342420322063602,110.85071479217773,127.62827744103869,61.81400031629996,176.66499191691645,117.45317352749103,5.5468264725089735,.2543080412382481,.2571504102419745,110.96363803283161,123.94270902215045,73.20681063733326,161.6995364176488,116.7717202138273,6.2282797861727115,.24018344736764216,.24294584294668578,108.94713860514497,124.59630182250962,64.15166202666622,169.3917784009884,115.03216005526627,7.967839944733726,.4312950032973565,.43629387236771994,109.43389307800963,120.63042703252292,77.52347958414617,152.54084052638638,1.6180446847627483,.026940885726031105,.00010913128101105649,1.6049359000070493,.013108784755699024,.5548337072914945,.5618251394363745,1.59747630187007,1.6123954981440287,1.5569207021277998,1.652951097886299,1.6019318942503225,.016112790512425906,.8944725331436483,.906116560760216,1.5961441172365518,1.607719671264093,1.565253327802727,1.638610460697918,1.6019318942503225,.016112790512425906,.8944725331436483,.906116560760216,1.5961441172365518,1.607719671264093,1.565253327802727,1.638610460697918
6,124.8,26.2,63.9,50.7,31.1,134.04707777128436,-9.24707777128438,-.32648234722303326,-.33846461470528666,119.06505417958485,149.02910136298388,75.29525272129679,192.79890282127195,1,,,,,,,,,128.12266595700473,-3.322665957004719,-.15233587627136863,-.15809458103296076,116.41735353257272,139.82797838143674,82.81658582392934,173.42874609008012,128.12266595700473,-3.322665957004719,-.15233587627136863,-.15809458103296076,116.41735353257272,139.82797838143674,82.81658582392934,173.42874609008012,134.04707777128436,-9.24707777128438,-.32648234722303326,-.33846461470528666,119.06505417958485,149.02910136298388,75.29525272129679,192.79890282127195,134.04707777128436,-9.24707777128438,-.32648234722303326,-.33846461470528666,119.06505417958485,149.02910136298388,75.29525272129679,192.79890282127195,128.12266595700473,-3.322665957004719,-.15233587627136863,-.15809458103296076,116.41735353257272,139.82797838143674,82.81658582392934,173.42874609008012,136.24589924377412,-11.445899243774118,-.4413924282424847,-.45774955807251677,122.45997989895847,150.03181858858977,82.41562877769667,190.07616970985157,130.3257860063746,-5.525786006374625,-.299107902564611,-.31052569972929495,120.3610014831954,140.29057052955383,91.92191317915396,168.72965883359527,1.620397104748243,.028710941810850352,.00017642473038802445,1.626458547472543,-.006061442724299923,-.25655259438112926,-.2673040557586795,1.6131415075066562,1.6397755874384299,1.5771923605237717,1.6757247344213144,1.6223961283913917,-.0019990236431486246,-.11097219569274884,-.11582546664164407,1.6120215744096635,1.6327706823731198,1.5847205362366645,1.6600717205461188,1.6223961283913917,-.0019990236431486246,-.11097219569274884,-.11582546664164407,1.6120215744096635,1.6327706823731198,1.5847205362366645,1.6600717205461188
7,120,29.1,56,51.5,45.5,107.73688313215322,12.263116867846776,.43296826071020394,.45140016028827157,91.66892498197986,123.80484128232659,48.69880055050234,166.7749657138041,1,,,,,,,,,108.95533805072309,11.044661949276911,.5063699685540646,.5279506142758176,96.56959898405009,121.34107711739608,63.468712650515656,154.4419634509305,108.95533805072309,11.044661949276911,.5063699685540646,.5279506142758176,96.56959898405009,121.34107711739608,63.468712650515656,154.4419634509305,107.73688313215322,12.263116867846776,.43296826071020394,.45140016028827157,91.66892498197986,123.80484128232659,48.69880055050234,166.7749657138041,107.73688313215322,12.263116867846776,.43296826071020394,.45140016028827157,91.66892498197986,123.80484128232659,48.69880055050234,166.7749657138041,108.95533805072309,11.044661949276911,.5063699685540646,.5279506142758176,96.56959898405009,121.34107711739608,63.468712650515656,154.4419634509305,102.06245978986667,17.937540210133335,.6917319698017264,.7228569439427268,86.95772010515559,117.16719947457774,47.879440243036555,156.24547933669677,103.35586973546724,16.644130264532766,.9009380543679065,.9415253812360465,92.58371749994832,114.12802197098615,64.73463488569658,141.9771045852379,1.6140542384620635,.02611108637587441,8.46014095853133e-05,1.5984213257800433,.01563291268202025,.6616682675607022,.6818870695492621,1.5869565304858544,1.6098861210742321,1.5496232197291329,1.6472194318309537,1.596206318792285,.017847919669778566,.9907951019446107,1.0216570888641745,1.587371319641558,1.605041317943012,1.558925276909273,1.633487360675297,1.596206318792285,.017847919669778566,.9907951019446107,1.0216570888641745,1.587371319641558,1.605041317943012,1.558925276909273,1.633487360675297
8,155,26.8,54.6,51.3,41.3,107.5759174739596,47.424082526040394,1.6743804000525848,1.7055148401892908,96.77060358963966,118.38123135827955,49.74797678832924,165.40385815959,0,,,,,,,,,107.81678523249724,47.183214767502754,2.163231712100003,2.2034598788980815,99.49164306708668,116.14192739790779,63.26418092988231,152.36938953511216,107.81678523249724,47.183214767502754,2.163231712100003,2.2034598788980815,99.49164306708668,116.14192739790779,63.26418092988231,152.36938953511216,107.5759174739596,47.424082526040394,1.6743804000525848,1.7055148401892908,96.77060358963966,118.38123135827955,49.74797678832924,165.40385815959,107.5759174739596,47.424082526040394,1.6743804000525848,1.7055148401892908,96.77060358963966,118.38123135827955,49.74797678832924,165.40385815959,107.81678523249724,47.183214767502754,2.163231712100003,2.2034598788980815,99.49164306708668,116.14192739790779,63.26418092988231,152.36938953511216,103.89085786051899,51.109142139481015,1.9709406726261955,2.009465214534809,93.75062550537987,114.03109021565811,50.87698459619791,156.90473112484008,104.18376866914558,50.81623133085442,2.7506559885010993,2.804428179201339,96.95574251309117,111.41179482519999,66.3974632179831,141.97007412030806,1.6558964299258778,.02812194364213701,.00010127322721593687,1.5924163214955886,.06348010843028909,2.6868168602990536,2.731797989427545,1.583844285067605,1.6009883579235722,1.5442157672296788,1.6406168757614985,,,,,,,,,,,,,,,,
9,200.4,28.4,55.2,53.5,32.6,141.5320452210934,58.8679547789066,2.0784239656900083,2.14646196496775,127.34209723113113,155.72199321105566,82.97719452740671,200.0868959147801,0,,,,,,,,,134.90850536003637,65.49149463996362,3.002620291476484,3.105000791320727,123.76200908895845,146.0550016311143,89.7435749693866,180.07343575068614,134.90850536003637,65.49149463996362,3.002620291476484,3.105000791320727,123.76200908895845,146.0550016311143,89.7435749693866,180.07343575068614,141.5320452210934,58.8679547789066,2.0784239656900083,2.14646196496775,127.34209723113113,155.72199321105566,82.97719452740671,200.0868959147801,141.5320452210934,58.8679547789066,2.0784239656900083,2.14646196496775,127.34209723113113,155.72199321105566,82.97719452740671,200.0868959147801,134.90850536003637,65.49149463996362,3.002620291476484,3.105000791320727,123.76200908895845,146.0550016311143,89.7435749693866,180.07343575068614,143.31141954784272,57.088580452157295,2.2015279545991637,2.27410438558263,130.2704287836247,156.35241031206073,89.66709192243849,196.95574717324695,136.7025451921972,63.697454807802806,3.447909869163746,3.5663105490202036,127.22518262437728,146.1799077600171,98.42225106091003,174.98283932348434,1.6989858885575413,.026685212866498827,.00016039118347989929,1.6328959776710241,.06608991088651726,2.797277623754492,2.8813293451425404,1.6215229896844374,1.6442689656576108,1.5841193595147671,1.6816725958272811,,,,,,,,,,,,,,,,
10,123.6,32.3,52.6,51.8,43.8,129.92851327605877,-6.328513276058771,-.2234379249210982,-.24269535234920941,107.75096826383816,152.10605828827937,68.94360187519521,190.91342467692232,1,,,,,,,,,127.61010015347794,-4.010100153477951,-.18385300500285767,-.19973435445840318,110.50685585505491,144.71334445190098,80.61916992643705,174.60103038051884,127.61010015347794,-4.010100153477951,-.18385300500285767,-.19973435445840318,110.50685585505491,144.71334445190098,80.61916992643705,174.60103038051884,129.92851327605877,-6.328513276058771,-.2234379249210982,-.24269535234920941,107.75096826383816,152.10605828827937,68.94360187519521,190.91342467692232,129.92851327605877,-6.328513276058771,-.2234379249210982,-.24269535234920941,107.75096826383816,152.10605828827937,68.94360187519521,190.91342467692232,127.61010015347794,-4.010100153477951,-.18385300500285767,-.19973435445840318,110.50685585505491,144.71334445190098,80.61916992643705,174.60103038051884,125.93142296758012,-2.3314229675801244,-.08990752259856248,-.09777849790648294,105.4772061883091,146.38563974685115,70.020588325959,181.84225760920123,123.68523567115544,-.0852356711554471,-.004613762240083435,-.005018527919507968,109.09272145196753,138.27774989034336,83.82921995491574,163.54125138739514,1.6188322475987262,.02382924962650251,9.075110408984567e-05,1.6180076141357094,.00082463346301679,.03490288764130609,.03714100324518718,1.6017910263309776,1.6342242019404412,1.567879863906452,1.6681353643649668,1.621033610462853,-.0022013628641267555,-.12220469296893745,-.13068376825880762,1.6081998466809937,1.6338673742447125,1.5826080412842694,1.6594591796414369,1.621033610462853,-.0022013628641267555,-.12220469296893745,-.13068376825880762,1.6081998466809937,1.6338673742447125,1.5826080412842694,1.6594591796414369
11,109.9,25.9,40.6,51.4,35.8,118.74366884774625,-8.843668847746239,-.31223937279316033,-.3176112134963603,108.33955143793229,129.14778625756023,60.98934801476181,176.49798968073068,1,,,,,,,,,116.09846963819032,-6.198469638190325,-.28418424123693975,-.2891322910560579,108.03590718571475,124.1610320906659,71.59418364940993,160.60275562697072,116.09846963819032,-6.198469638190325,-.28418424123693975,-.2891322910560579,108.03590718571475,124.1610320906659,71.59418364940993,160.60275562697072,118.74366884774625,-8.843668847746239,-.31223937279316033,-.3176112134963603,108.33955143793229,129.14778625756023,60.98934801476181,176.49798968073068,118.74366884774625,-8.843668847746239,-.31223937279316033,-.3176112134963603,108.33955143793229,129.14778625756023,60.98934801476181,176.49798968073068,116.09846963819032,-6.198469638190325,-.28418424123693975,-.2891322910560579,108.03590718571475,124.1610320906659,71.59418364940993,160.60275562697072,118.10958745578682,-8.20958745578682,-.31658934477776696,-.32204489525716945,108.57229836421972,127.64687654735393,65.20773182211919,171.01144308945447,115.48977342135429,-5.589773421354274,-.30257150782601905,-.30784775727750185,108.65253644366976,122.32701039903881,77.77627017616423,153.20327666654435,1.5999255327653368,.029016837293845993,.00013321769630863432,1.6022392224466726,-.0023136896813357993,-.09792769103631255,-.0994986057290498,1.5938439445498802,1.610634500343465,1.5540697890476525,1.6504086558456927,1.5957056500409221,.004219882724414639,.23425918602773368,.23861610640862763,1.588815950133145,1.6025953499486993,1.558837142630006,1.6325741574518382,1.5957056500409221,.004219882724414639,.23425918602773368,.23861610640862763,1.588815950133145,1.6025953499486993,1.558837142630006,1.6325741574518382
12,82.1,25,61.9,48,36.7,111.2737130723407,-29.1737130723407,-1.0300229495902835,-1.0578413144194525,98.33124372698661,124.21618241769478,53.00859976637057,169.53882637831083,1,,,,,,,,,109.89712600726749,-27.7971260072675,-1.2744283063471165,-1.308921031406035,99.91559175700478,119.8786602575302,65.00550558585417,154.7887464286808,109.89712600726749,-27.7971260072675,-1.2744283063471165,-1.308921031406035,99.91559175700478,119.8786602575302,65.00550558585417,154.7887464286808,111.2737130723407,-29.1737130723407,-1.0300229495902835,-1.0578413144194525,98.33124372698661,124.21618241769478,53.00859976637057,169.53882637831083,111.2737130723407,-29.1737130723407,-1.0300229495902835,-1.0578413144194525,98.33124372698661,124.21618241769478,53.00859976637057,169.53882637831083,109.89712600726749,-27.7971260072675,-1.2744283063471165,-1.308921031406035,99.91559175700478,119.8786602575302,65.00550558585417,154.7887464286808,109.91928359497965,-27.819283594979648,-1.072805279553159,-1.1019202848674647,98.03682071001879,121.8017464799405,56.544763733141444,163.29380345681784,108.57078470180143,-26.47078470180143,-1.432849712649266,-1.4718164123857929,100.09302442665432,117.04854497694853,70.52564129533224,146.61592810827062,1.5539402493831165,.02998384544082285,.00012692247601367578,1.5920592911089455,-.03811904172582898,-1.6134012140176495,-1.6585006728776766,1.5810731943279988,1.6030453878898923,1.5433714287046605,1.6407471535132305,1.5831507209036066,-.029210471520490094,-1.6215666948008625,-1.6780520347336396,1.5738325372195465,1.5924689045876668,1.5457522259999419,1.6205492158072714,1.5831507209036066,-.029210471520490094,-1.6215666948008625,-1.6780520347336396,1.5738325372195465,1.5924689045876668,1.5457522259999419,1.6205492158072714
13,102.4,26.4,59.5,50.1,33.6,127.84428524003125,-25.444285240031256,-.898349746162453,-.9170337561028374,116.4350993933073,139.2534710867552,69.90047247725914,185.78809800280337,1,,,,,,,,,123.39071486648467,-20.99071486648466,-.9623714764366377,-.982958530502452,114.47997071583579,132.30145901713357,78.72497946014205,168.0564502728273,123.39071486648467,-20.99071486648466,-.9623714764366377,-.982958530502452,114.47997071583579,132.30145901713357,78.72497946014205,168.0564502728273,127.84428524003125,-25.444285240031256,-.898349746162453,-.9170337561028374,116.4350993933073,139.2534710867552,69.90047247725914,185.78809800280337,127.84428524003125,-25.444285240031256,-.898349746162453,-.9170337561028374,116.4350993933073,139.2534710867552,69.90047247725914,185.78809800280337,123.39071486648467,-20.99071486648466,-.9623714764366377,-.982958530502452,114.47997071583579,132.30145901713357,78.72497946014205,168.0564502728273,128.61215577911628,-26.212155779116273,-1.0108290176595527,-1.0318943720051463,118.15171707050051,139.07259448773206,75.53610445419201,181.68820710404054,124.17466993426473,-21.77466993426473,-1.178651479728161,-1.2039178348940702,116.6161445979073,131.73319527062216,86.32375418845612,162.02558568007333,1.588656469448563,.028511304644133293,.00015098458807450335,1.6149364458314224,-.026279976382859345,-1.112308806328954,-1.1332194517411425,1.6058665514103176,1.624006340252527,1.5666448667743214,1.6632280248885234,1.6102485311062167,-.021592061657653597,-1.1986443981767785,-1.2224782038455142,1.6031314666199314,1.617365595592502,1.5733368597705606,1.6471602024418728,1.6102485311062167,-.021592061657653597,-1.1986443981767785,-1.2224782038455142,1.6031314666199314,1.617365595592502,1.5733368597705606,1.6471602024418728
